title,release_date,genre,director,duration,imdb_id,country,year
Walking on Sunshine,1985-01-01T00:00:00Z,,,,tt6866124,United States,1985
A View to a Kill,1985-05-01T00:00:00Z,,"Kevin Godley, Lol Creme",,tt6786890,United Kingdom,1985
Lamù - Remember My Love,1985-01-01T00:00:00Z,,Kazuo Yamazaki,93,tt0090244,Japan,1985
Dallos,1985-01-01T00:00:00Z,science fiction anime and manga,,,tt0294497,Japan,1985
Penguin's Memory: Shiawase Monogatari,1985-06-22T00:00:00Z,"drama anime and manga, melodrama",,101,tt1407273,Japan,1985
Miss Marple: A Murder Is Announced,1985-01-01T00:00:00Z,film based on a novel,David Giles,,tt0087756,,1985
Into the Groove,1985-07-01T00:00:00Z,,"Egbert van Hees, Susan Seidelman",,tt6672624,United States,1985
Seigi Choujin vs. Ancient Choujin,1985-03-16T00:00:00Z,,Yasuo Yamayoshi,,tt0389076,Japan,1985
Venus,1986-05-01T00:00:00Z,,Peter Care,,tt6696890,United Kingdom,1986
The Great Mission to Save Princess Peach!,1986-07-20T00:00:00Z,"adventure film, anime film, comedy film",Masami Hata,60,tt0469611,Japan,1986
Toki no Tabibito -Time Stranger-,1986-10-25T00:00:00Z,"adventure anime and manga, comedy anime and manga, science fiction anime and manga",Mori Masaki,,tt0185389,Japan,1986
Dover–Calais,1986-03-22T00:00:00Z,,,,,,1986
Castle in the Sky,1986-08-02T00:00:00Z,"action anime, adventure anime, adventure anime and manga, adventure film, anti-war film, children's film, coming-of-age film, fantasy anime, fantasy anime and manga, fantasy film, mecha, romance anime and manga, science fiction anime",Hayao Miyazaki,124,tt0092067,Japan,1986
Dominion,1986-01-01T00:00:00Z,"comedy anime and manga, science fiction anime and manga",,,,Japan,1986
Running Boy: Star Soldier no Himitsu,1986-07-20T00:00:00Z,,,,tt16742926,Japan,1986
Majo demo Steady,1986-09-05T00:00:00Z,"comedy anime and manga, ecchi, romance anime and manga, science fiction anime and manga",,,tt13751576,Japan,1986
Wanna-Be's,1986-12-25T00:00:00Z,puroresu,,,tt0287114,Japan,1986
ABCD,1986-03-22T00:00:00Z,,,,,,1986
Jag har en dröm,1986-03-22T00:00:00Z,,,,,,1986
E' de' det här du kallar kärlek?,1986-03-22T00:00:00Z,,,,,,1986
Kärleken är evig,1986-03-22T00:00:00Z,,,,,,1986
Cool Cool Bye,1986-01-21T00:00:00Z,,Tomonori Kogawa,,tt8473874,Japan,1986
California Crisis: Tsuigeki no Jūka,1986-07-21T00:00:00Z,"action film, adventure film, science fiction",Mizuho Nishikubo,45,tt4283240,Japan,1986
Night on the Galactic Railroad,1986-02-07T00:00:00Z,"fantasy film, film based on a novel, ghost film",Gisaburō Sugii,113,tt0089206,Japan,1986
Q132503513,1986-12-01T00:00:00Z,"French pop, synth-pop",Bettina Rheims,,tt6280966,France,1986
Butten Monogatari,1986-01-01T00:00:00Z,"anime, documentary",,30,,Japan,1986
Project A-ko,1986-06-21T00:00:00Z,"adventure anime and manga, anime film, comedy anime and manga, magical girl, school anime and manga, science fiction comedy, science fiction film",Katsuhiko Nishijima,84,tt0091794,Japan,1986
Hunting High and Low,1986-06-01T00:00:00Z,,Steve Barron,4,tt6608952,United Kingdom,1986
Eldorado,1986-03-22T00:00:00Z,,,,,,1986
MD Geist,1986-01-01T00:00:00Z,"adventure anime and manga, mecha, post-apocalyptic anime, science fiction anime and manga",,85,tt0215948,Japan,1986
Legend of Lyon Flare,1986-01-01T00:00:00Z,hentai,,,,Japan,1986
Kinnikuman: New York Kiki Ippatsu!,1986-03-15T00:00:00Z,,,,,Japan,1986
You Can Call Me Al,1986-01-01T00:00:00Z,"pop rock, worldbeat",Gary Weis,276,tt4662398,United States,1986
11 Piki no Neko to Ahōdori,1986-08-27T00:00:00Z,,Tameo Kohanawa,90,,Japan,1986
Wounded Man,1986-01-01T00:00:00Z,"action anime and manga, adventure anime and manga, drama anime and manga",,,,Japan,1986
Mit meinen heißen Tränen,1986-01-01T00:00:00Z,biographical film,Fritz Lehner,285,tt0090484,Austria,1986
Killing an Arab,1986-02-01T00:00:00Z,,Tim Pope,,tt8085158,,1986
ABC,1986-03-22T00:00:00Z,,,,,,1986
Lamù: the Forever,1986-01-01T00:00:00Z,,Kazuo Yamazaki,93,tt0092141,Japan,1986
Dragon Ball: Curse of the Blood Rubies,1986-12-20T00:00:00Z,"action film, adventure film",Daisuke Nishio,50,tt0142251,Japan,1986
Gall Force,1986-01-01T00:00:00Z,"adventure anime and manga, science fiction anime and manga",,,,Japan,1986
Cosmos Pink Shock,1986-07-21T00:00:00Z,science fiction comedy,Yasuo Hasegawa,,tt4695258,Japan,1986
The Boy in the Bubble,1986-01-01T00:00:00Z,,Jim Blashfield,241,,United States,1986
Kiss,1986-01-01T00:00:00Z,,,,,United Kingdom,1986
Panzer World Galient,1986-01-01T00:00:00Z,mecha,,,tt1945851,Japan,1986
Cream Lemon,1986-01-01T00:00:00Z,hentai,,,tt0159517,Japan,1986
Never As Good As The First Time,1986-01-01T00:00:00Z,,,,,,1986
A Kind of Magic,1986-03-01T00:00:00Z,,Russell Mulcahy,5,tt6730204,United Kingdom,1986
Kiss,1986-01-01T00:00:00Z,,,4,tt5660942,United States,1986
Guyver: Out of Control,1986-01-01T00:00:00Z,biopunk,,55,tt0146971,Japan,1986
Suspicious Minds,1986-01-01T00:00:00Z,,,,tt12917202,United Kingdom,1986
Kyrie Eleison,1986-01-01T00:00:00Z,,,,,,1986
I Can't Wait,1986-05-01T00:00:00Z,,Jim Blashfield,4,tt8448348,United States,1986
The Edge of Heaven,1986-05-01T00:00:00Z,,Andy Morahan,5,tt6857048,United Kingdom,1986
Windaria,1986-01-01T00:00:00Z,"action anime and manga, drama anime and manga, fantasy anime and manga",Kunihiko Yuyama,102,tt0092218,Japan,1986
MC Miker G & DJ Sven - Holiday Rap - BBC 1986,1986-01-01T00:00:00Z,,,,,,1986
Grey: Digital Target,1986-12-13T00:00:00Z,,Satoshi Dezaki,73,tt0093118,Japan,1986
Doraemon: Nobita and the Steel Troops,1986-03-15T00:00:00Z,alien invasion,Tsutomu Shibayama,97,tt1147528,Japan,1986
Flags and Waves,1986-01-01T00:00:00Z,,William Reeves,,tt3706084,United States,1986
Lessons in Love,1986-04-01T00:00:00Z,,Stuart Orme,4,,United Kingdom,1986
Happy Merry-Go-Round No.17,1986-01-01T00:00:00Z,fairy tale,,,,Soviet Union,1986
The Restaurant,1986-01-01T00:00:00Z,animated film,Jaroslava Havettová,9,,Czechoslovakia,1986
They Were Eleven,1986-11-01T00:00:00Z,science fiction anime and manga,Satoshi Dezaki,91,tt0091309,Japan,1986
Curriculum Vitae,1986-01-01T00:00:00Z,animated film,Pavel Koutský,10,tt0123771,Czechoslovakia,1986
The Horns,1986-01-01T00:00:00Z,animated film,Lubomír Beneš,17,tt0357105,Czechoslovakia,1986
How the Cossacks Met Aliens,1987-01-01T00:00:00Z,comedy film,Volodymyr Dakhno,18,tt5939246,Soviet Union,1987
Royal Space Force: The Wings of Honnêamise,1987-02-19T00:00:00Z,"science fiction anime and manga, science fiction film",Hiroyuki Yamaga,125,tt0093207,Japan,1987
Neo Tokyo,1987-09-25T00:00:00Z,"cyberpunk, science fiction film","Katsuhiro Otomo, Rintaro, Yoshiaki Kawajiri",50,tt0185481,Japan,1987
Hanna-Barbera Superstars 10,1987-01-01T00:00:00Z,,,,,United States,1987
Castle in the Sky,1987-06-26T00:00:00Z,"action anime, adventure anime, adventure anime and manga, adventure film, anti-war film, children's film, coming-of-age film, fantasy anime, fantasy anime and manga, fantasy film, mecha, romance anime and manga, science fiction anime",Hayao Miyazaki,124,tt0092067,Japan,1987
Dead Heat,1987-08-07T00:00:00Z,mecha,,,tt8912086,Japan,1987
Wicked City,1987-04-19T00:00:00Z,"fantasy film, film based on a novel, horror anime and manga, horror film, neo-noir, science fiction film",Yoshiaki Kawajiri,82,tt0098692,Japan,1987
Changes,1987-01-01T00:00:00Z,,,,,United Kingdom,1987
I Want Your Sex,1987-01-01T00:00:00Z,"dance-pop, funk","Andy Morahan, George Michael",,tt5257418,United Kingdom,1987
Never Gonna Give You Up,1987-08-01T00:00:00Z,"blue-eyed soul, dance-pop",Simon West,212,tt4654462,United Kingdom,1987
Metal Skin Panic MADOX-01,1987-12-16T00:00:00Z,"mecha, science fiction",Shinji Aramaki,41,tt0093529,Japan,1987
Martinko,1987-01-01T00:00:00Z,satire,Eduard Nazarov,10,tt1259770,Soviet Union,1987
Dragon Ball: Sleeping Princess in Devil's Castle,1987-01-01T00:00:00Z,"action film, adventure film, vampire film",Daisuke Nishio,45,tt0142249,Japan,1987
The Super Dimension Fortress Macross: Flash Back 2012,1987-06-21T00:00:00Z,"drama anime and manga, mecha",Shōji Kawamori,,tt0159356,Japan,1987
Red's Dream,1987-07-06T00:00:00Z,"children's film, fantasy film",John Lasseter,4,tt0093832,United States,1987
Grim Reaper,1987-04-05T00:00:00Z,,,,,,1987
Saint Seiya: The Movie,1987-07-18T00:00:00Z,"action film, adventure film, anime, fantasy film",Kōzō Morishita,45,tt0323869,Japan,1987
The Saint in Manhattan,1987-01-01T00:00:00Z,,James Frawley,,tt0300442,United States,1987
Salamander,1987-01-01T00:00:00Z,science fiction anime and manga,,,tt0286937,,1987
Q11308648,1987-01-01T00:00:00Z,,,,,Japan,1987
Digital Devil Story: Megami Tensei,1987-01-01T00:00:00Z,"horror film, science fiction film",Mizuho Nishikubo,45,tt2147730,Japan,1987
The Art of Being Nick,1987-08-27T00:00:00Z,sitcom,Sam Weisman,,tt0307718,United States,1987
Hell Target,1987-01-21T00:00:00Z,"horror film, science fiction film",,,tt8124060,Japan,1987
The Tale of Genji,1987-01-01T00:00:00Z,film based on literature,Gisaburō Sugii,110,tt0295455,Japan,1987
Kentauros no Densetsu,1987-12-21T00:00:00Z,,,,,Japan,1987
Dirty Pair: With Love From the Lovely Angels,1987-01-01T00:00:00Z,science fiction anime and manga,,,tt5179136,Japan,1987
DuckTales: Treasure of the Golden Suns,1987-01-01T00:00:00Z,,"Alan Zaslove, Steve Clark, Terence Harrison",,tt0191102,United States,1987
Cream Lemon,1987-01-01T00:00:00Z,hentai,,,tt0159517,Japan,1987
Relic Armor Legaciam,1987-11-28T00:00:00Z,,,,tt6893766,Japan,1987
"Fair, then Partly Piggy",1987-05-01T00:00:00Z,,,,,Japan,1987
Yōtōden,1987-05-27T00:00:00Z,"action anime and manga, adventure anime and manga, drama anime and manga, fantasy anime and manga",Osamu Yamasaki,,tt0209489,Japan,1987
Robot Carnival,1987-07-21T00:00:00Z,mecha,"Hiroyuki Kitakubo, Hiroyuki Kitazume, Katsuhiro Otomo, Kōji Morimoto, Takashi Nakamura",90,tt0093871,Japan,1987
Doraemon: Nobita and the Knights on Dinosaurs,1987-01-01T00:00:00Z,,Tsutomu Shibayama,91,tt1147527,Japan,1987
Live at Isstadion Stockholm: Wild Frontier Tour,1987-01-01T00:00:00Z,"hard rock, heavy metal",,,,,1987
The Mole and the Medicine,1987-01-01T00:00:00Z,family film,Zdeněk Miler,29,tt0244602,Czechoslovakia,1987
"The Return of the Prodigal Parrot, Episode 2",1987-01-01T00:00:00Z,children's film,Aleksandr Davydov,9.45,tt4366146,Soviet Union,1987
Lensman,1990-08-31T00:00:00Z,"adventure anime and manga, science fiction anime and manga, science fiction film",Yoshiaki Kawajiri,107,tt0088028,Japan,1990
Dragon Ball Z: The World's Strongest,1990-01-01T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Daisuke Nishio,59,tt0142240,Japan,1990
It,1990-11-18T00:00:00Z,"adventure television series, horror television series, television series based on a novel",Tommy Lee Wallace,180,tt0099864,Canada,1990
Project A-ko: Grey Side/Blue Side,1990-07-21T00:00:00Z,"adventure anime and manga, drama anime and manga, magical girl",,,tt0100421,Japan,1990
Hands,1990-01-01T00:00:00Z,,,,,United States,1990
Q4331655,1990-01-01T00:00:00Z,,Aleksandr Guriev,,tt1394242,Soviet Union,1990
Alice,1990-11-01T00:00:00Z,"adventure film, fantasy film, grotesque film, puppet film",Jan Švankmajer,86,tt0095715,Germany,1990
Patlabor: The New Files,1990-01-01T00:00:00Z,"comedy anime and manga, mecha",,,tt0160424,Japan,1990
"Like the Clouds, Like the Wind",1990-01-01T00:00:00Z,"drama anime and manga, fantasy anime and manga, romance anime and manga",Hisayuki Toriumi,79,tt0185429,Japan,1990
The Cow,1990-02-01T00:00:00Z,,Aleksandr Petrov,10,tt0097118,Soviet Union,1990
City Hunter: Million Dollar Conspiracy,1990-08-25T00:00:00Z,"action film, comedy film, police film",Kenji Kodama,45,tt0159362,Japan,1990
Class of Beverly Hills,1990-10-04T00:00:00Z,,Tim Hunter,,tt0125674,,1990
Q4427913,1990-01-01T00:00:00Z,,Aleksandr Gorlenko,4,tt1408979,Soviet Union,1990
Gude Crest,1990-01-01T00:00:00Z,,Kazuhito Kikuchi,,tt0318517,Japan,1990
Do the Bartman,1990-12-06T00:00:00Z,new jack swing,Brad Bird,6,tt1889386,United States,1990
Gosenzo-sama Banbanzai!,1990-01-01T00:00:00Z,"drama film, science fiction film",Mamoru Oshii,110,,Japan,1990
A.D. Police Files,1990-01-01T00:00:00Z,cyberpunk,,,tt0088655,Japan,1990
Cream Lemon,1990-01-01T00:00:00Z,hentai,,,tt0159517,Japan,1990
Demon Beast Invasion,1990-01-01T00:00:00Z,"hentai, horror anime and manga",,,tt0184067,Japan,1990
Grasshoppers,1990-03-06T00:00:00Z,"comedy film, historical film",Bruno Bozzetto,9,tt0099696,Italy,1990
Doraemon: Nobita and the Animal Planet,1990-03-10T00:00:00Z,,Tsutomu Shibayama,100,tt1147520,Japan,1990
City Hunter: Bay City Wars,1990-08-25T00:00:00Z,"action film, comedy film, police film",Kenji Kodama,45,tt0099272,Japan,1990
Dragon Ball Z: The Tree of Might,1990-01-01T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Daisuke Nishio,60,tt0142233,Japan,1990
Dirty Pair: Flight 005 Conspiracy,1990-01-25T00:00:00Z,"cyberpunk, science fiction anime and manga",Toshifumi Takizawa,,tt0099435,Japan,1990
Cartoon All-Stars to the Rescue,1990-04-21T00:00:00Z,"crossover fiction, social guidance film","Karen Peterson, Milton Gray",32,tt0154129,United States,1990
Saint Seiya: Warriors of the Final Holy Battle,1990-03-18T00:00:00Z,"action anime, fantasy anime",Masayuki Akehi,45,tt0326101,Japan,1990
Q1035190,1990-01-01T00:00:00Z,,Lajos Tóth,,tt10042056,Hungary,1990
Shangri-La Plaza,1990-07-30T00:00:00Z,,Nick Castle,,tt0940764,United States,1990
Carol,1990-03-21T00:00:00Z,fantasy anime and manga,,,tt11357598,Japan,1990
Sol Bianca,1990-01-01T00:00:00Z,,,,,Japan,1990
Majū Sensen,1990-01-01T00:00:00Z,,,,,Japan,1990
Pilot,1990-04-08T00:00:00Z,thriller film,David Lynch,94,tt0278784,United States,1990
Dragon Ball Z: Bardock – The Father of Goku,1990-10-17T00:00:00Z,"action film, adventure film",Mitsuo Hashimoto,47,tt0142245,Japan,1990
We Stand Tall,1990-01-01T00:00:00Z,,,,,,1990
Justify My Love,1990-12-18T00:00:00Z,trip hop,Madonna,,tt3667634,,1990
Poochinski,1990-07-09T00:00:00Z,,Will Mackenzie,,tt0422974,United States,1990
Q1035188,1990-01-01T00:00:00Z,,Lajos Tóth,,,Hungary,1990
Everybody's Favorite Bagman,1990-10-30T00:00:00Z,,John Patterson,,tt0629256,United States,1990
Akira,1991-01-25T00:00:00Z,"action film, cyberpunk, dystopian film, post-apocalyptic film, science fiction anime, science fiction film",Katsuhiro Otomo,124,tt0094625,Japan,1991
Joe Bill,1991-04-09T00:00:00Z,,,,tt1441428,Soviet Union,1991
Roujin Z,1991-01-01T00:00:00Z,"comedy drama anime and manga, science fiction anime and manga",Hiroyuki Kitakubo,80,tt0102812,Japan,1991
Castle in the Sky,1991-07-19T00:00:00Z,"action anime, adventure anime, adventure anime and manga, adventure film, anti-war film, children's film, coming-of-age film, fantasy anime, fantasy anime and manga, fantasy film, mecha, romance anime and manga, science fiction anime",Hayao Miyazaki,124,tt0092067,Japan,1991
Blackfly,1991-01-01T00:00:00Z,musical film,Christopher Hinton,5,tt0101468,Canada,1991
A Grand Day Out,1991-08-02T00:00:00Z,"adventure film, children's film, comedy film, family film, fantasy film",Nick Park,23,tt0104361,United Kingdom,1991
Only Yesterday,1991-07-20T00:00:00Z,"anime film, coming-of-age film, drama film",Isao Takahata,118,tt0102587,Japan,1991
Father Christmas,1991-01-01T00:00:00Z,"Christmas film, children's film, film based on a novel",,26,tt0180691,United Kingdom,1991
Lupin the 3rd: Napoleon's Dictionary,1991-01-01T00:00:00Z,,Osamu Dezaki,92,tt0834583,Japan,1991
Dragon Ball Z: Lord Slug,1991-03-19T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Mitsuo Hashimoto,50,tt0142244,Japan,1991
Burn Up!,1991-01-01T00:00:00Z,"action anime and manga, comedy anime and manga, science fiction anime and manga",,,,Japan,1991
The Lark of the Prairie,1991-01-01T00:00:00Z,,Attila Dargay,,tt0110906,Hungary,1991
Strekoza,1991-01-01T00:00:00Z,,,3,tt1441461,Soviet Union,1991
Pipoca com Guaraná,1991-01-01T00:00:00Z,,,,,Brazil,1991
Two Sisters,1991-01-01T00:00:00Z,animated film,Caroline Leaf,10,tt0099508,Canada,1991
The Honky Problem,1991-01-01T00:00:00Z,,Mike Judge,,tt0206829,United States,1991
Eiyū Gaiden Mozaika,1991-01-01T00:00:00Z,,,,tt3895474,Japan,1991
Doomed Megalopolis,1991-09-27T00:00:00Z,fantasy anime and manga,Rintaro,,tt0337283,Japan,1991
Dragon Ball Z: Cooler's Revenge,1991-01-01T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Mitsuo Hashimoto,47,tt1125254,Japan,1991
Point of View,1991-01-01T00:00:00Z,,,,,,1991
Adam,1991-01-01T00:00:00Z,science fiction film,Peter Lord,6,tt0101270,United Kingdom,1991
The Irises,1991-01-01T00:00:00Z,,,4,tt0217573,Canada,1991
Love Thing,1991-01-01T00:00:00Z,,Michael Bay,,,,1991
Vampires of Geon,1991-01-01T00:00:00Z,science fiction,Gennady Tishchenko,,tt5897194,Soviet Union,1991
Mrs. Ink Form Manila,1991-01-01T00:00:00Z,,,111,tt1441449,Soviet Union,1991
Acting Sheriff,1991-08-17T00:00:00Z,sitcom,Michael Lembeck,,tt0233153,United States,1991
A loud sweet song,1991-01-01T00:00:00Z,,Ane Mette Ruge,20,,Denmark,1991
Urusei Yatsura: Itsudatte My Darling,1991-01-01T00:00:00Z,,Katsuhisa Yamada,77,tt0103178,Japan,1991
Mobile Suit Gundam F91,1991-03-15T00:00:00Z,mecha,Yoshiyuki Tomino,115,tt0159568,Japan,1991
Strings,1991-01-01T00:00:00Z,,Wendy Tilby,11,tt0102997,Canada,1991
"Ranma ½: Big Trouble in Nekonron, China",1991-01-01T00:00:00Z,comedy anime and manga,Shūji Iuchi,81,tt0101583,Japan,1991
Eye to Eye,1992-01-01T00:00:00Z,,,,,,1992
Castle in the Sky,1992-05-01T00:00:00Z,"action anime, adventure anime, adventure anime and manga, adventure film, anti-war film, children's film, coming-of-age film, fantasy anime, fantasy anime and manga, fantasy film, mecha, romance anime and manga, science fiction anime",Hayao Miyazaki,124,tt0092067,Japan,1992
From Russia with Love,1992-01-01T00:00:00Z,,Osamu Dezaki,,tt0479746,Japan,1992
The Spirit of Christmas,1992-01-01T00:00:00Z,"Christmas film, comedy film","Matt Stone, Trey Parker",4,tt0144618,United States,1992
Q11322972,1992-03-07T00:00:00Z,"adventure film, fantasy film",Hiroki Shibata,,,Japan,1992
Ranma ½: Nihao My Concubine,1992-01-01T00:00:00Z,"action film, adventure film, comedy film, fantasy film, romance film",Iku Suzuki,61,tt0104604,Japan,1992
Orange Man,1992-01-01T00:00:00Z,,,,,United Kingdom,1992
Dragon Ball Z: The Return of Cooler,1992-03-07T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Daisuke Nishio,45,tt0142237,Japan,1992
Dragon Ball Z: Super Android 13!,1992-07-11T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Daisuke Nishio,46,tt0142241,Japan,1992
Tottoi,1992-01-01T00:00:00Z,,,,tt1852151,Japan,1992
Nandarō,1992-01-01T00:00:00Z,,Hayao Miyazaki,2,,Japan,1992
1775 (TV pilot),1992-09-05T00:00:00Z,,David Trainer,,tt0346456,United States,1992
The Dream of a Ridiculous Man,1992-01-01T00:00:00Z,,Aleksandr Petrov,20,tt0475730,Russia,1992
Trust,1992-03-12T00:00:00Z,,,,,,1992
Dragon Ball Z: Gather Together! Goku's World,1992-01-01T00:00:00Z,,,,tt1517470,Japan,1992
Ball Bearing,1992-01-01T00:00:00Z,,,,,,1992
Nekohiki no Oruorane,1992-11-26T00:00:00Z,,Mizuho Nishikubo,30,tt9233536,Japan,1992
Andrei Svislotskiy,1992-01-01T00:00:00Z,,Igor Kovalyov,,tt0432712,Russia,1992
Porco Rosso,1992-07-18T00:00:00Z,"adventure anime and manga, adventure film, fantasy anime and manga, fantasy film",Hayao Miyazaki,92,tt0104652,Japan,1992
Erotica,1992-10-02T00:00:00Z,"dance music, new jack swing, trip hop",Fabien Baron,,tt6672970,United States,1992
Hanappe Bazooka,1992-01-01T00:00:00Z,,,55,tt0295295,Japan,1992
Invasion of the Bunny Snatchers,1992-01-01T00:00:00Z,science fiction comedy,"Greg Ford, Terry Lennon",12,tt0104527,United States,1992
Everybody's Favorite Bagman,1992-09-29T00:00:00Z,,John Patterson,,tt0629256,United States,1992
Super Dimensional Fortress Macross II: Lovers Again,1992-01-01T00:00:00Z,"adventure anime and manga, mecha",,,tt0113726,Japan,1992
Midori,1992-01-01T00:00:00Z,,Hiroshi Harada,,tt0930902,Japan,1992
Doraemon: Nobita and the Kingdom of Clouds,1992-01-01T00:00:00Z,adventure film,Tsutomu Shibayama,98,tt1147523,Japan,1992
Bastard!!,1992-01-01T00:00:00Z,,Katsuhito Akiyama,,tt0103775,Japan,1992
Frog Baseball,1992-01-01T00:00:00Z,comedy film,Mike Judge,114,tt0104305,United States,1992
Red Shoe Diaries,1992-01-01T00:00:00Z,erotic film,Zalman King,105,tt0105227,United States,1992
Q5967527,1992-01-01T00:00:00Z,,Pablo Llorens Serrano,,,Spain,1992
"Peace, Love & Understanding",1992-01-01T00:00:00Z,comedy film,Mike Judge,5,tt0878825,United States,1992
Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Shigeyasu Yamauchi,72,tt0142242,Japan,1993
Abraham,1993-01-01T00:00:00Z,"biographical film, drama film",Joseph Sargent,175,tt0109036,Germany,1993
Peter and the Wolf,1993-08-31T00:00:00Z,fairy tale,Clyde Geronimi,15,tt0038836,United Kingdom,1993
Ninja Scroll,1993-01-01T00:00:00Z,"adventure film, fantasy anime and manga, fantasy film, horror anime and manga, ninja film, samurai cinema",Yoshiaki Kawajiri,94,tt0107692,Japan,1993
Patlabor 2: The Movie,1993-11-05T00:00:00Z,"action film, mecha, science fiction film",Mamoru Oshii,108,tt0124770,Japan,1993
Trail Mix-Up,1993-03-12T00:00:00Z,comedy film,Barry Cook,,tt0108377,United States,1993
Yu Yu Hakusho: The Movie,1993-07-10T00:00:00Z,,Noriyuki Abe,30,tt1119171,Japan,1993
Battle Angel,1993-01-01T00:00:00Z,"adventure film, cyberpunk",Hiroshi Fukutomi,,tt0107061,Japan,1993
Top Cat and the Beverly Hills Cats,1993-01-01T00:00:00Z,"action film, children's film, fantasy film","Van Partible, William Hanna",92,tt0194457,United States,1993
Vampire Hunter D,1993-03-26T00:00:00Z,"action anime and manga, fantasy film, film based on a novel, horror anime and manga, horror film, post-apocalyptic film, science fiction film, vampire anime and manga, vampire film",Toyoo Ashida,80,tt0090248,Japan,1993
The Tommyknockers,1993-01-01T00:00:00Z,"horror film, science fiction film, television series based on a novel",John Power,181,tt0106156,New Zealand,1993
It,1993-02-21T00:00:00Z,"adventure television series, horror television series, television series based on a novel",Tommy Lee Wallace,180,tt0099864,Canada,1993
Big Wars,1993-01-01T00:00:00Z,"adventure anime and manga, science fiction anime and manga, science fiction film","Kazunari Kume, Toshifumi Takizawa",90,tt0150259,Japan,1993
Bob's Birthday,1993-01-01T00:00:00Z,comedy film,"Alison Snowden, David Fine",13,tt0106446,Canada,1993
Ocean Waves,1993-05-05T00:00:00Z,"romance anime, school anime and manga",Tomomi Mochizuki,72,tt0108432,Japan,1993
Tokyo Babylon,1993-01-01T00:00:00Z,"LGBT-related television series, fantasy anime and manga, horror anime and manga, yaoi",Koichi Chigira,,tt0190837,Japan,1993
JoJo's Bizarre Adventure,1993-01-01T00:00:00Z,action anime,,,tt0248119,Japan,1993
The Hakkenden,1993-01-01T00:00:00Z,Jidaigeki,,,tt0107069,Japan,1993
Dragon Ball Z: Bojack Unbound,1993-07-10T00:00:00Z,"action film, adventure film, comedy film",Yoshihiro Ueda,50,tt0142238,Japan,1993
Burning Hearts On The Road,1993-09-21T00:00:00Z,,,,tt8447782,Japan,1993
The Cockpit,1993-01-01T00:00:00Z,historical anime and manga,"Ryōsuke Takahashi, Takashi Imanishi, Yoshiaki Shimojō",,tt0202299,Japan,1993
Crayon Shin-chan: Action Mask vs. Leotard Devil,1993-01-01T00:00:00Z,action comedy film,Mitsuru Hongo,90,tt0409848,Japan,1993
Sailor Moon R: The Movie,1993-01-01T00:00:00Z,"animated film with LGBT character(s), children's film, fantasy anime and manga, fantasy film, romance anime and manga",Kunihiko Ikuhara,62,tt0106417,Japan,1993
Evergreen Holy Night,1993-12-28T00:00:00Z,,,,tt8447784,Japan,1993
Dragon Ball Z: Bio-Broly,1994-07-09T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Yoshihiro Ueda,47,tt0142234,Japan,1994
Cross Road,1994-01-01T00:00:00Z,rock music,,,,,1994
Keep the Faith: The Videos,1994-01-01T00:00:00Z,rock music,,,,,1994
Dragon Ball Z: Broly – Second Coming,1994-03-12T00:00:00Z,"action film, adventure film, comedy film, science fiction film",Shigeyasu Yamauchi,48,tt0142239,Japan,1994
Key the Metal Idol,1994-12-16T00:00:00Z,"drama anime and manga, mecha, science fiction anime and manga","Akira Mano, Hiroaki Sato, Kazunori Mizuno, Nobuhiro Kondō, Shigeru Ueda, Takashi Watanabe, Yorifusa Yamaguchi",,tt0122129,Japan,1994
Armitage III,1994-01-01T00:00:00Z,"adventure anime and manga, cyberpunk, mecha, romance anime and manga, science fiction anime and manga, thriller anime",Hiroyuki Ochi,140,tt0366186,Japan,1994
Porco Rosso,1994-12-16T00:00:00Z,"adventure anime and manga, adventure film, fantasy anime and manga, fantasy film",Hayao Miyazaki,92,tt0104652,Japan,1994
New Cutie Honey,1994-01-01T00:00:00Z,"action anime and manga, adventure anime and manga, ecchi, magical girl",,,tt0110652,Japan,1994
Abraham,1994-01-01T00:00:00Z,"biographical film, drama film",Joseph Sargent,175,tt0109036,Italy,1994
Immoral Sisters,1994-01-01T00:00:00Z,"eroge, hentai, visual novel",,,tt0369219,Japan,1994
Pom Poko,1994-07-16T00:00:00Z,"comedy drama, comedy film, drama anime and manga, drama film, fantasy anime, fantasy anime and manga, fantasy film",Isao Takahata,118,tt0110008,Japan,1994
Megami Paradise,1994-01-01T00:00:00Z,"action anime and manga, adventure anime and manga, fantasy anime and manga, magical girl",,,,Japan,1994
Ocean Waves,1994-07-13T00:00:00Z,"romance anime, school anime and manga",Tomomi Mochizuki,72,tt0108432,Japan,1994
The Dragon Ring,1994-01-01T00:00:00Z,fantasy film,Lamberto Bava,186,tt0108745,Italy,1994
Big Ones You Can Look At,1994-11-01T00:00:00Z,hard rock,,,,,1994
